Title,Category,"Price(""$"")",7-day sales,Total Sales,Total Reviews,7-day Reviews,Total Favorites,7-day Favorites,Tags,Ship From,Release Time,Best Seller,Etsy Pick,Raving,Store Name,Product URL,Image URL
"Baby Name Blanket, Newborn Name Swaddle, Personalized Baby Name Swaddle, Hospital Blanket, Baby Shower Gift, Custom Baby Gift, Green Swaddle ",Accessories > Baby Accessories > Children's Photo Props,30,292,1867,487,66,1835,217,"Baby Blanket,Baby Name Blanket,Name Blanket,Custom Baby Blanket,Personalized Swaddle,Personalized Blanket,Baby Blankets,Gift Newborn,Baby Swaddle,Name Swaddle,Newborn Swaddle,Newborn Name,Baby Keepsake,Swaddle for Baby,Swaddle With Name,Swaddle Blanket,Newborn Name Blanket,First and Middle,Full Name Blanket,Newborn Blanket,Baby Gifts,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-08-03,yes,no,no,HickoryMoments,https://www.etsy.com/listing/1522261018/baby-name-blanket-newborn-name-swaddle,Upgrade Pro to Unlock
"Personalized Couple Heart Harry Fan Gift, Custom Wizard Couple Acrylic Plaque, Book Nerd Gift, Potterhead Gift Idea, Wizard Acrylic Plaque ",Home & Living > Home Decor > Wall Decor > Wall Hangings > Signs,22.4,291,1912,340,23,4617,232,"Personalized Gift,Gift for Her,Potterhead,Gift for Husband,Birthday Gift,Book Nerd Gift,Potterhead Gift Idea,Couple Plaque,Harry Fan Gift,Reading Gift,Book Gift,Custom Wizard,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girlfriend,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Kids,Gifts for Teachers,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-03-07,yes,no,no,HomeSweetO,https://www.etsy.com/ca/listing/1418685488/personalized-couple-heart-harry-fan-gift,Upgrade Pro to Unlock
"Stress Relief Gift, Friendship Gift, Self Care Box For Women, Care Package for Her, Mental Health Self Care Package for Her, Hygge Gift Box ",Bath & Beauty > Spa & Relaxation > Spa Kits & Gifts,27.49,287,1419,274,44,3887,456,"Gift Box,Friendship Gift,Friendship Box,Best Friend Gift,Thinking of You,Personalized Gift,Mental Health,Self Care Package,Self Care,Spa Gift Box,Self Care Set,Gift for Women,Self Care Kit,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Friends,Gifts for Her,Personalized Gifts,Gifts",United States,2023-05-26,yes,no,no,CareGiftStudio,https://www.etsy.com/listing/1475728736/stress-relief-gift-friendship-gift-self,Upgrade Pro to Unlock
Tofu the Turtle Crochet Pattern ,Craft Supplies & Tools,2.44,285,3221,547,0,2542,127,"Turtle,Sea Turtle,Tortoise,Megs Makes,Megs Makes Crochet,Amigurumi,Crochet,Crochet Pattern,Turtle Pattern,Sea Turtle Pattern,Pattern,Megs Makes Patterns,Plushie",United States,2023-07-11,yes,no,no,MegsMakesPatterns,https://www.etsy.com/listing/1520763387/tofu-the-turtle-crochet-pattern,Upgrade Pro to Unlock
Personalized Tumbler With Name Gift For Mom Custom Coffee Mug With Floral Design With Birth Flower Glass Tumbler For Bridesmaid Gift ,Home & Living > Kitchen & Dining > Drink & Barware > Drinkware > Tumblers & Water Glasses,14.49,285,8743,2639,165,7234,238,"Personalized Tumbler,Bridesmaid Proposal,Gift for Her,Glass Coffee Cup,Floral Mug,Mothers Day Gift,Best Mom Gift,Gift for Girlfriend,Personalized Gift,Mom Birthday Gift,Iced Coffee Cup,Birth Flower,Bridesmaid Gifts,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-02-17,yes,no,no,BluegrassSips,https://www.etsy.com/listing/1419432961/personalized-tumbler-with-name-gift-for,Upgrade Pro to Unlock
"Personalized Leather Keychain, Customized Keychain, Custom Leather Key chain, coordinates key chain longitude latitude keychain, Best Gift ",Accessories > Keychains & Lanyards > Keychains,2.45,285,15303,2737,71,6209,103,"Custom Keychain,Custom Key Chain,Key Chain,Leather Keychain,Personalize Keychain,Monogram Keychain,Couple Keychains,Leather Key Chain,Customized Keychain,Gift for Him,Key Fob,Key Chain for Men,Key Chain for Women,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Gifts for Him,Personalized Gifts,Gifts",United States,2020-12-17,yes,no,no,TAMEDUS,https://www.etsy.com/listing/912494894/personalized-leather-keychain-customized,Upgrade Pro to Unlock
"Personalized Boys Piggy Bank, Wood Gift For Kids, Neutral Baby Shower Gift, Personalized Letter Bank, Boy Nursery Decor, Wooden Piggy Bank ",Home & Living > Home Decor > Home Accents > Piggy Banks,32.77,278,39584,7465,59,54297,0,"Personalized Bank,Boys Piggy Bank,Wood Gift for Kids,Wooden Piggy Bank,Personalized Letter,Boys Baby Shower,Baby Boy Gift,Letter Bank,Neutral Shower Gift,Personalized Baby,Wooden Coin Bank,Nursery Decor,Custom Piggy Bank,Baby Gifts,Gifts for Boys,Gifts for Girls,Gifts for Kids,Housewarming Gifts,Personalized Gifts,Gifts",United States,2020-08-13,yes,no,no,DrapelaWoodworks,https://www.etsy.com/listing/853685735/personalized-boys-piggy-bank-wood-gift,Upgrade Pro to Unlock
"Turkey Gravy Beans And Rolls Let Me See That Casserole Sweatshirt, Thanksgiving Sweatshirt, Thanksgiving Shirt, Fall Sweatshirt, Fall Shirt ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,7.7,278,1223,306,63,1539,0,"Thanksgiving Shirt,Pumpkin Shirt,Thankful Shirt,Fall Shirt,Thanksgiving Sweater,Thanksgiving Dinner,Grateful Shirt,Leopard Pumpkin,Pumpkin Sweater,Funny Thanksgiving,Buffalo Plaid Shirt,Grateful Blessed,Thanksgiving Family",United States,2023-09-14,yes,no,no,WanderlustBy,https://www.etsy.com/listing/1566173937/turkey-gravy-beans-and-rolls-let-me-see,Upgrade Pro to Unlock
"White Christmas Movie Comfort Colors Sweatshirt, Wallace and Davis Sweater, Haynes Sisters Crewneck, Christmas White Movie 1954 Sweatshirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,22.74,276,427,117,68,1165,252,"White Christmas,Christmas Movie,Wallace and Davis,Haynes Sisters,White Movie 1954,Holiday Xmas Shirt,Christmas Squad,90s Movie Shirt,Christmas Crewneck,White Xmas Shirt,Bing Crosby,Sand Sweatshirt,Comfort Colors Shirt,Christmas Gifts",United States,2023-10-24,yes,no,no,YouthfulRebellion,https://www.etsy.com/listing/1594778645/white-christmas-movie-comfort-colors,Upgrade Pro to Unlock
Personalized Water Bottles for Boys Girls | Personalized Gifts for Kids Engraved Kids Tumbler 12 oz Stainless Steel | Toddler Kids Gifts ,Home & Living > Kitchen & Dining > Drink & Barware > Drinkware,12,273,16524,3037,44,9360,92,"Kids Tumbler,Engraved Tumbler,Personalized Gift,Water Bottle,Custom Water Bottle,Flower Girl Gift,Kids Water Bottle,Gift for Kids,Toddler Water Bottle,Kids Cup,Baby Gift,Baby Boy Gift,Christmas Gifts,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girlfriend,Gifts for Girls,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Kids,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-01-14,yes,no,no,CustomHappinessShop,https://www.etsy.com/listing/941954799/personalized-water-bottles-for-boys,Upgrade Pro to Unlock
Custom Pet Sweater Using Pet Photo + Name Custom Dog Portrait Sweater Personalized Dog Pullover Dog Sweatshirt Dog Mom Gift Custom Cat Shirt ,Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts > Sweatshirts,10.81,270,2222,522,41,4091,434,"Cat Lovers Gift,Custom Pet Gift,Gifts for Cat Owners,Custom Cat Gift,Gifts for Dog Lovers,Pet Memorial Gifts,Cat Loss Gifts,Cat Memorial Gifts,Dog Lovers Gift,Dog Memorial Gifts,Dog Loss Gifts,Valentines Day Gift,Custom Cat Crewneck,Gifts for Boyfriend,Gifts for Dad,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Pets,Personalized Gifts,Gifts",United States,2023-01-25,yes,no,no,ModPawsUS,https://www.etsy.com/listing/1387665612/custom-pet-sweater-using-pet-photo-name,Upgrade Pro to Unlock
"DTF Transfers, Custom Heat Transfer, DTF Transfers Ready for Press, DTF Prints, Image Transfers, Dtf Gang Sheet, Custom Dtf Transfer ",Art & Collectibles > Prints > Digital Prints,0.35,268,2821,586,56,949,49,"DTF Transfers,DTF Prints,Ready for Press,Gang Sheet,Heat Press,Custom Transfers,Direct to Film,Image Transfers,Ready to Apply,Multi-substrate,Full Color Print,Custom Full Color,Bulk Options,Personalized Gifts",United States,2023-05-27,yes,no,no,KSapparelUS,https://www.etsy.com/listing/1476539298/dtf-transfers-custom-heat-transfer-dtf,Upgrade Pro to Unlock
Birthstone Necklace • Gemstone Necklace • Gem Necklace • Raw Birthstone • Gift for Her • Family Birthstones • Mother Gift • Gemstone GEM ,Jewelry > Necklaces > Charm Necklaces,36,267,9202,1627,9,16743,145,"Gemstone Necklace,Birthstones Necklace,Gem Necklace,Gift for Her,Family Birthstones,Mother Gift,Gift for Mom,Gift for Grandma,Birthstone Jewlery,Birthstones for Mom,Birthstone Necklace,Necklace for Mom,Gemstone Birthstones,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-10-12,yes,no,no,TomDesign,https://www.etsy.com/listing/1100332125/birthstone-necklace-gemstone-necklace,Upgrade Pro to Unlock
"Dear Santa Tray SVG Bundle, Christmas SVG, Santa Tray SVG, Santa Plate svg, Santa Milk Cookies svg, Cookies for Santa svg, carrot svg Cricut ",Craft Supplies & Tools,0.99,266,9966,825,30,6574,189,"Santa Tray,Santa Tray SVG,Santa Tray Bundle,Christmas SVG,Santa Svg,Cookies and Milk SVG,Dear Santa SVG,Cookies for Santa,Santa Cookie Plate,Cookie Tray SVG,SVG Files for Cricut,Dear Santa Tray,Milk and Cookies,Christmas Gifts",United States,2022-09-07,yes,no,no,jozoor,https://www.etsy.com/listing/1286259842/dear-santa-tray-svg-bundle-christmas-svg,Upgrade Pro to Unlock
Plush Minky Personalized Baby Name Blanket - 30 ,Home & Living > Bedding > Blankets & Throws > Baby Blankets,17,266,69040,16393,62,48191,11,"Personalized Minky,Custom Baby Blanket,Swaddle,Baby Shower Gift,Monthly Milestone,Newborn Announcement,Baby Name,Toddler,Personalize,Monogram,Baby Girl Blanket,Baby Boy Blanket,Ready to Ship,Baby Gifts,Gifts for Boys,Gifts for Girls,Gifts for Kids,Housewarming Gifts,Personalized Gifts,Gifts",United States,2019-12-24,yes,no,no,SugarHouseSwaddles,https://www.etsy.com/listing/764633925/plush-minky-personalized-baby-name,Upgrade Pro to Unlock
"Custom Newborn Baby Beanie,Leather Patch Beanie for Baby,Personalized Infant Beanie With Name,Knit Hat,Baby Shower Gift, Vegan Leather Patch ",Accessories > Hats & Caps > Winter Hats > Skull Caps & Beanies,7.08,265,646,62,23,442,23,"Newborn Beanies,Leather Patch Beanie,Beanies for Babies,Newborn Hat Boy,Baby Hat With Name,Baby Shower Gift,Newborn Baby Beanies,Newborn Baby Gift,Infant Beanie,Baby Hat,Kids Knitted Hat,Toddler Beanie,Gift for Kids,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Gifts for Him,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-08-23,yes,no,no,KevinSunnye,https://www.etsy.com/listing/1536380926/custom-newborn-baby-beanieleather-patch,Upgrade Pro to Unlock
"Leopard Print Merry Christmas with Santa Hat, Merry Christmas png, Christmas PNG Digital Design, Holiday Sublimation Design Download ",Art & Collectibles > Prints > Digital Prints,3,264,1562,53,12,2077,217,"Christmas PNG Design,Leopard Christmas,Merry Christmas Png,Christmas Png,Leopard Print Png,Santa Hat Png,Sublimation Design,Retro Christmas Png,Png Sublimation,Holiday Sublimation,Transfer Design,Christmas Shirt Png,Digital Downlaod,Christmas Gifts,Gifts",United States,2023-08-04,yes,no,no,DavinciDigitalDesign,https://www.etsy.com/listing/1522974438/leopard-print-merry-christmas-with-santa,Upgrade Pro to Unlock
Custom Name Necklace Personalized Gift for Women Mama Necklace for Mom Engraved Gifts Handmade Jewelry Wedding Unique Holiday Gift for Her ,Jewelry > Necklaces > Monogram & Name Necklaces,13.46,263,47673,12320,65,53232,177,"Custom Necklace,Mom Necklace,Personalize Necklace,Handmade Jewelry,Name Necklace,Mom Gift,Necklaces for Women,Gift for Women,Mama Necklace,Handmade Gift,Engraved Necklace,Personalized Gift,Unique Holiday Gift,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Her,Gifts for Him,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-04-07,yes,no,no,geopersonalized,https://www.etsy.com/listing/996055197/custom-name-necklace-personalized-gift,Upgrade Pro to Unlock
Christmas Balls Tree Decorations Craft Hanging Bauble Snowy Scene Deer carving stencil laser cut Digital Download |#260| ,Craft Supplies & Tools,4.32,263,2554,265,27,2526,201,"Christmas Balls Svg,New Year Ball Dxf,Tree Decorations,Shadow Box,New Year Laser Cut,Multilayer Svg,Cricut Template Svg,Glowforge New Year,2024 Tree Decoration,Craft Hanging,Bauble Paper Art,Tree Décor Vector,Deer Tree Decor,Christmas Gifts",United States,2023-08-23,yes,no,no,VectorPointUK,https://www.etsy.com/listing/1550196029/christmas-balls-tree-decorations-craft,Upgrade Pro to Unlock
"Disney Family Shirt,Disney Shirt for Women,Disney Ear Shirt,Disney Mickey Silhouette Shirt,Tshirt for Kids.Disney Glitter Minnie Shirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,14.99,263,20047,4561,60,21425,120,"Shirt for Women,Shirt for Kids,Mickey Shirt,Minnie Shirt,Gift for Kids,Cute Gift,Baby Gifts,Gifts for Boys,Gifts for Girlfriend,Gifts for Girls,Gifts for Mom,Gifts for Sister,Gifts for Wife,Gifts for Her,Gifts for Kids,Personalized Gifts,Gifts",United States,2022-03-13,yes,no,no,CustomTeaShirt,https://www.etsy.com/listing/1195456681/disney-family-shirtdisney-shirt-for,Upgrade Pro to Unlock
"Custom Golf Towel,Golfer Gifts,Personalized Golf Towel Gifts For Men,Gifts For Husband,Groomsman Gift,Bachelor Party Favor,Sport Gift ",Toys & Games > Sports & Outdoor Recreation > Golf,8.81,261,794,66,10,500,68,"Golf Towel,Custom Golf Towel,Golfer Gifts,Golf Gifts,Personalized Gifts,Gifts for Men,Gifts for Husband,Groomsman Gift,Bachelor Party,Party Favor,Dad Gift,Birthday Gift,Sport Gifts,Baby Gifts,Gifts for Boyfriend,Gifts for Boys,Gifts for Dad,Gifts for Girls,Gifts for Husband,Birthday Gifts,Gifts for Couples,Gifts for Friends,Gifts for Him,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-07-14,yes,no,no,MultiBySamson,https://www.etsy.com/listing/1508851844/custom-golf-towelgolfer,Upgrade Pro to Unlock
"Sweet Baby Girl Baby Shower Tags, Champagne Tag, Pop it when she pops, Personalized, Baby Shower Favors, Pop The Bubbly, Elegant Baby Shower ","Paper & Party Supplies > Paper > Stickers, Labels & Tags",14.99,259,4810,836,6,4590,0,"Baby Shower Favors,Personalized,Champagne Shower,Baby Shower Tags,Baby Shower Ideas,Baby Shower Favor,Champagne Tags,Mini Champagne Tag,Girl Baby Shower,Sweet Baby Girl,Sweet Baby Girl Tag,Girl Shower Favor,Elegant Shower Favor,Gifts for Girls,Personalized Gifts,Gifts",United States,2021-08-08,yes,no,no,PopItWhenShePops,https://www.etsy.com/listing/1064232507/sweet-baby-girl-baby-shower-tags,Upgrade Pro to Unlock
"Have The Day You Deserve Shirt, Kindness Gift, Sarcastic Shirts, Motivational Skeleton TShirt, Inspirational Clothes, Positive Graphic Tees ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees,8.8,254,3020,986,37,6244,190,"Positive Shirt,Sarcastic Tshirt,Positivity Shirt,Skeleton Hand,Motivational T-shirt,Trendy Shirts,Shirts for Women,Groovy Graphic Tees,Gift for Her,Womens Vneck Tshirts,Birthday Gift Shirt,Inspirational Shirt,Graphic Tee,Gifts for Girlfriend,Gifts for Mom,Gifts for Sister,Gifts for Wife,Birthday Gifts,Gifts for Her,Gifts",United States,2023-06-21,yes,no,no,ABBTeez,https://www.etsy.com/listing/1493471394/have-the-day-you-deserve-shirt-kindness,Upgrade Pro to Unlock
"Basgiath War College Double-Sided Sweatshirt, Fourth Wing Riders &  ",Clothing > Gender-Neutral Adult Clothing > Hoodies & Sweatshirts,27.99,254,1818,396,46,2866,219,"Basgiath War College,Fourth Wing,Fly or Die,Riders Quadrant,Violet Sorrengail,Bookish Hoodie,Literary Sweater,Fan Design,War College Attire,Book Lover Fashion,Fourth Wing Sweater,Bookish Wear,Double-sided Sweat",United States,2023-08-31,yes,no,no,EcoCuteTeesCo,https://www.etsy.com/listing/1542013166/basgiath-war-college-double-sided,Upgrade Pro to Unlock
"Limited Astarion Baldurs Gate 3 Girl Dinner Vintage T-Shirt, Gift For Women and Man Unisex T-Shirt ",Clothing > Gender-Neutral Adult Clothing > Tops & Tees > T-shirts,19.03,253,1374,298,42,3507,378,"Baldurs Gate 3 Shirt,Dnd Shirt Men,Dungeon Master Shirt,Baldurs Gate 2,Video Games,Dtf Shirt Transfers,Dtf Transfers Custom,Game Shirt Birthday,Astarion High Elf,Astarion Rogue Shirt,Baldurs Gate 3 Merch,Dungeon and Dragon,Game Shirts for Kids,Baby Gifts,Gifts for Boys,Gifts for Girlfriend,Gifts for Girls,Gifts for Mom,Gifts for Sister,Gifts for Wife,Birthday Gifts,Gifts for Her,Gifts for Kids,Personalized Gifts,Gifts",United States,2023-09-15,yes,no,no,midagenx,https://www.etsy.com/listing/1552926264/limited-astarion-baldurs-gate-3-girl,Upgrade Pro to Unlock
Personalized Pet Jewelry for Dog Mom - Pet Portrait Custom -  Dog Portrait Necklace - Engraved Portrait from Photo - Pet Memorial Jewelry ,Jewelry > Necklaces > Monogram & Name Necklaces,12.99,252,13181,3718,72,18560,602,"Pet Photo Necklace,Pet Lover Gift,Pet Memorial Gift,Custom Pet Jewelry,Gift for Dog Mom,Personalized Jewelry,Pet Portrait,Personalized Gift,Dog Necklace,Pet Necklace,Handmade Jewelry,Christmas Gifts,Mom Christmas Gift,Gifts for Boyfriend,Gifts for Dad,Gifts for Girlfriend,Gifts for Husband,Gifts for Mom,Gifts for Sister,Gifts for Wife,Anniversary Gifts,Birthday Gifts,Christmas Gifts,Gifts for Friends,Gifts for Her,Gifts for Him,Gifts for Pets,Housewarming Gifts,Personalized Gifts,Gifts",United States,2021-04-08,yes,no,no,AnaviaDesign,https://www.etsy.com/listing/997020915/personalized-pet-jewelry-for-dog-mom-pet,Upgrade Pro to Unlock
"Best Friend Christmas Ornament 2023, Congrats on Being My Bestie You Lucky Ornament, Personalized Bestie Ornament 2023, Friend Ornament ",Home & Living > Home Decor > Seasonal Decor > Ornaments,25.95,252,577,60,21,765,74,"Friend Ornament,Best Friend Gifts,Gift for Best Friend,Friendship Gift,Gifts for Friends,Gift for Friend,Friend Gifts,Best Friends Gifts,Soul Sister Gift,Besties Ornament,Soul Sister,Friends Ornament,Best Friend Gift,Gifts for Sister,Anniversary Gifts,Christmas Gifts,Gifts for Couples,Gifts for Friends,Housewarming Gifts,Personalized Gifts,Gifts",United States,2023-10-07,yes,no,no,MKREATIONSTORE,https://www.etsy.com/listing/1582983781/best-friend-christmas-ornament-2023,Upgrade Pro to Unlock
